prj;classes;methods;cc;rank_cc;lloc;sloc;mi;rank_mi;h1;h2;N1;N2;vocabulary;length;calculated_length;volume;difficulty;effort;time;bugs
Identifier.py;1;3;8;B;36;31;59.51463070002217;A;8;40;25;51;48;76;236.8771237954945;424.4571500548079;5.1;2164.7314652795203;120.26285918219557;0.14148571668493598
